onnx,vnnlib,strategy,mask,n_splits,original_r,original_t,0.001_r,0.001_t,0.01_r,0.01_t,0.1_r,0.1_t,0.2_r,0.2_t,0.4_r,0.4_t,0.8_r,0.8_t,1.0_r,1.0_t,2.0_r,2.0_t,4.0_r,4.0_t,8.0_r,8.0_t
mnist-net_256x2,prop_0_0.03,random,stable,248,unsat,1.0,unsat,22.3,unsat,23.1,unsat,32.6,unsat,35.5,unsat,33.9,unsat,41.5,unsat,44.2,unsat,52.7,unsat,58.8,unsat,130.41
mnist-net_256x2,prop_1_0.03,random,stable,244,sat,8.3,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330
mnist-net_256x2,prop_2_0.03,random,stable,245,sat,3.8,sat,133.44,sat,136.74,sat,209.6,sat,244.03,sat,255.58,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330
mnist-net_256x2,prop_3_0.03,random,stable,252,unsat,1.0,unsat,1.5,unsat,1.6,unsat,1.6,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5
mnist-net_256x2,prop_4_0.03,random,stable,243,unsat,0.9,unsat,24.8,unsat,22.9,unsat,35.3,unsat,40.2,unsat,39.7,unsat,46.4,unsat,44.7,unsat,53.2,unsat,73.55,unsat,117.62
mnist-net_256x2,prop_5_0.03,random,stable,245,unsat,1.0,unsat,18.8,unsat,20.0,unsat,27.7,unsat,29.6,unsat,31.0,unsat,35.4,unsat,37.6,unsat,41.2,unsat,52.4,unsat,64.14
mnist-net_256x2,prop_6_0.03,random,stable,241,unsat,10.2,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330
mnist-net_256x2,prop_7_0.03,random,stable,251,unsat,1.0,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5
mnist-net_256x2,prop_8_0.03,random,stable,249,unsat,3.6,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330
mnist-net_256x2,prop_9_0.03,random,stable,251,unsat,1.0,unsat,1.5,unsat,1.6,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.6,unsat,1.5
mnist-net_256x2,prop_10_0.03,random,stable,247,unsat,1.0,unsat,11.3,unsat,12.0,unsat,14.2,unsat,14.1,unsat,14.0,unsat,16.2,unsat,15.7,unsat,17.2,unsat,23.4,unsat,25.0
mnist-net_256x2,prop_11_0.03,random,stable,250,unsat,1.0,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5
mnist-net_256x2,prop_12_0.03,random,stable,251,sat,1.0,sat,1.6,sat,1.5,sat,1.5,sat,1.5,sat,1.5,sat,1.5,sat,1.5,sat,1.5,sat,1.5,sat,1.5
mnist-net_256x2,prop_13_0.03,random,stable,254,unsat,1.0,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5
mnist-net_256x2,prop_14_0.03,random,stable,249,unsat,1.0,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.5,unsat,1.6,unsat,1.6,unsat,1.6,unsat,1.5,unsat,1.6,unsat,1.5
mnist-net_256x2,prop_0_0.05,random,stable,241,sat,2.5,sat,58.7,sat,59.3,sat,135.03,sat,136.58,sat,139.2,sat,141.66,sat,142.5,sat,144.09,sat,145.58,sat,148.43
mnist-net_256x2,prop_1_0.05,random,stable,236,sat,2.8,sat,61.7,sat,61.71,sat,137.11,sat,138.7,sat,139.66,sat,140.08,sat,142.01,sat,146.02,sat,148.02,sat,150.32
mnist-net_256x2,prop_2_0.05,random,stable,240,sat,2.7,sat,50.2,sat,51.2,sat,129.71,sat,134.14,sat,138.56,sat,139.92,sat,141.27,sat,142.55,sat,145.12,sat,148.77
mnist-net_256x2,prop_3_0.05,random,stable,249,unsat,1.7,unsat,29.7,unsat,29.9,unsat,47.6,unsat,53.3,unsat,58.7,unsat,61.77,unsat,67.38,unsat,89.32,unsat,109.18,unsat,134.04
