onnx,vnnlib,strategy,mask,n_splits,original_r,original_t,0.001_r,0.001_t,0.01_r,0.01_t,0.1_r,0.1_t,0.2_r,0.2_t,0.4_r,0.4_t,0.8_r,0.8_t,1.0_r,1.0_t,2.0_r,2.0_t,4.0_r,4.0_t,8.0_r,8.0_t
ACASXU_run2a_1_1_batch_2000_converted,prop_1,random,stable,32,unsat,2.4071810245513916,unsat,2.5068442821502686,unsat,2.495889902114868,unsat,2.499824047088623,unsat,2.492830991744995,unsat,2.490178346633911,unsat,2.497274398803711,unsat,2.484511375427246,unsat,2.5079400539398193,unsat,2.5103611946105957,unsat,2.5236966609954834
ACASXU_run2a_1_2_batch_2000_converted,prop_1,random,stable,24,unsat,2.3792810440063477,unsat,2.382894515991211,unsat,2.541872024536133,unsat,2.47413969039917,unsat,2.4731457233428955,unsat,2.471759557723999,unsat,2.5472731590270996,unsat,2.4430088996887207,unsat,2.4405570030212402,unsat,2.451153516769409,unsat,2.560530185699463
ACASXU_run2a_1_3_batch_2000_converted,prop_1,random,stable,23,unsat,2.416936159133911,unsat,2.5812649726867676,unsat,2.563185214996338,unsat,2.5981078147888184,unsat,2.5492379665374756,unsat,2.536020040512085,unsat,2.577704906463623,unsat,2.595045804977417,unsat,2.594641923904419,unsat,2.512957811355591,unsat,2.5922598838806152
ACASXU_run2a_1_4_batch_2000_converted,prop_1,random,stable,26,unsat,2.411883592605591,unsat,2.496142864227295,unsat,2.519585609436035,unsat,2.517489194869995,unsat,2.53240704536438,unsat,2.5204925537109375,unsat,2.500706672668457,unsat,2.5086824893951416,unsat,2.5166523456573486,unsat,2.518385887145996,unsat,2.511897325515747
ACASXU_run2a_1_5_batch_2000_converted,prop_1,random,stable,28,unsat,2.333366870880127,unsat,2.3773512840270996,unsat,2.5055830478668213,unsat,2.4098196029663086,unsat,2.4070844650268555,unsat,2.4081740379333496,unsat,2.4931142330169678,unsat,2.382572889328003,unsat,2.4051353931427,unsat,2.417034387588501,unsat,2.5030643939971924
ACASXU_run2a_1_6_batch_2000_converted,prop_1,random,stable,24,unsat,2.3798515796661377,unsat,2.455996036529541,unsat,2.450793504714966,unsat,2.46384334564209,unsat,2.4767723083496094,unsat,2.4641716480255127,unsat,2.4535021781921387,unsat,2.4518187046051025,unsat,2.4754040241241455,unsat,2.426219940185547,unsat,2.443781614303589
ACASXU_run2a_1_7_batch_2000_converted,prop_1,random,stable,27,unsat,2.343052864074707,unsat,2.377603530883789,unsat,2.414463758468628,unsat,2.424313545227051,unsat,2.4012844562530518,unsat,2.414928913116455,unsat,2.374645233154297,unsat,2.424229621887207,unsat,2.4000277519226074,unsat,2.4777421951293945,unsat,2.3799333572387695
ACASXU_run2a_1_8_batch_2000_converted,prop_1,random,stable,29,unsat,2.264292001724243,unsat,2.334104061126709,unsat,2.320171594619751,unsat,2.338911533355713,unsat,2.345960855484009,unsat,2.3589868545532227,unsat,2.342581272125244,unsat,2.339082717895508,unsat,2.344623327255249,unsat,2.3349850177764893,unsat,2.351078510284424
ACASXU_run2a_1_9_batch_2000_converted,prop_1,random,stable,25,unsat,2.2216920852661133,unsat,2.2857253551483154,unsat,2.279022216796875,unsat,2.305506467819214,unsat,2.306907892227173,unsat,2.309248447418213,unsat,2.2704005241394043,unsat,2.258486032485962,unsat,2.390199661254883,unsat,2.2607028484344482,unsat,2.2337822914123535
ACASXU_run2a_2_1_batch_2000_converted,prop_1,random,stable,25,unsat,2.390554904937744,unsat,2.4584405422210693,unsat,2.475069046020508,unsat,2.4568564891815186,unsat,2.4491586685180664,unsat,2.4450416564941406,unsat,2.4785280227661133,unsat,2.4738757610321045,unsat,2.4551053047180176,unsat,2.446190595626831,unsat,2.4538733959198
