onnx,vnnlib,strategy,mask,n_splits,original_r,original_t,0.001_r,0.001_t,0.01_r,0.01_t,0.1_r,0.1_t,0.2_r,0.2_t,0.4_r,0.4_t,0.8_r,0.8_t,1.0_r,1.0_t,2.0_r,2.0_t,4.0_r,4.0_t,8.0_r,8.0_t
mnist-net_256x2,prop_0_0.03,random,stable,248,unsat,1.4443,unsat,4.0041,unsat,3.8843,unsat,3.8519,unsat,3.8766,unsat,3.8818,unsat,3.8862,unsat,3.8983,unsat,3.9045,unsat,3.8808,unsat,3.8936
mnist-net_256x2,prop_1_0.03,random,stable,244,sat,0.6336,sat,0.7357,sat,0.7281,sat,0.707,sat,0.7148,sat,0.7306,sat,0.7022,sat,0.7248,sat,0.7742,sat,0.7362,sat,0.7109
mnist-net_256x2,prop_2_0.03,random,stable,245,sat,11.4707,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330
mnist-net_256x2,prop_3_0.03,random,stable,252,unsat,1.4181,unsat,1.5961,unsat,1.6199,unsat,1.614,unsat,1.6048,unsat,1.5604,unsat,1.5787,unsat,1.5915,unsat,1.5847,unsat,1.5953,unsat,1.5979
mnist-net_256x2,prop_4_0.03,random,stable,243,unsat,2.9215,unsat,3.948,unsat,3.8901,unsat,4.0051,unsat,3.9191,unsat,3.9256,unsat,3.9425,unsat,3.9745,unsat,3.8862,unsat,3.9327,unsat,3.9895
mnist-net_256x2,prop_5_0.03,random,stable,245,unsat,1.4211,unsat,3.9356,unsat,3.9623,unsat,3.9626,unsat,3.9796,unsat,3.9617,unsat,3.9382,unsat,4.0404,unsat,3.9282,unsat,3.9535,unsat,3.9546
mnist-net_256x2,prop_6_0.03,random,stable,241,unsat,4.7606,unsat,5.8984,unsat,5.9174,unsat,5.998,unsat,5.9289,unsat,5.9258,unsat,5.9682,unsat,5.7891,unsat,5.9016,unsat,5.9782,unsat,5.9689
mnist-net_256x2,prop_7_0.03,random,stable,251,unsat,1.5246,unsat,1.6992,unsat,1.7678,unsat,1.7007,unsat,1.7091,unsat,1.7002,unsat,1.7055,unsat,1.6974,unsat,1.7118,unsat,1.7097,unsat,1.7093
mnist-net_256x2,prop_8_0.03,random,stable,249,unsat,4.2087,unsat,5.6313,unsat,5.6737,unsat,5.65,unsat,5.5889,unsat,5.6884,unsat,5.6565,unsat,5.6735,unsat,5.6544,unsat,5.6851,unsat,5.6368
mnist-net_256x2,prop_9_0.03,random,stable,251,unsat,1.4674,unsat,1.5896,unsat,1.5905,unsat,1.5971,unsat,1.6016,unsat,1.6047,unsat,1.6007,unsat,1.6311,unsat,1.6711,unsat,1.5995,unsat,1.6141
mnist-net_256x2,prop_10_0.03,random,stable,247,unsat,1.4563,unsat,3.0747,unsat,3.1336,unsat,3.0685,unsat,3.0677,unsat,3.0689,unsat,3.132,unsat,3.0529,unsat,3.0262,unsat,3.0991,unsat,3.1489
mnist-net_256x2,prop_11_0.03,random,stable,250,unsat,1.4387,unsat,1.5788,unsat,1.5814,unsat,1.5884,unsat,1.648,unsat,1.5848,unsat,1.5667,unsat,1.5784,unsat,1.5625,unsat,1.6058,unsat,1.579
mnist-net_256x2,prop_12_0.03,random,stable,251,sat,0.3531,sat,0.4376,sat,0.4404,sat,0.4376,sat,0.4605,sat,0.4462,sat,0.4417,sat,0.4472,sat,0.441,sat,0.434,sat,0.4444
mnist-net_256x2,prop_13_0.03,random,stable,254,unsat,1.444,unsat,1.5979,unsat,1.6035,unsat,1.5788,unsat,1.5968,unsat,1.6164,unsat,1.5616,unsat,1.5922,unsat,1.5944,unsat,1.6762,unsat,1.5771
mnist-net_256x2,prop_14_0.03,random,stable,249,unsat,1.4461,unsat,1.574,unsat,1.5723,unsat,1.5807,unsat,1.5717,unsat,1.5671,unsat,1.5998,unsat,1.5864,unsat,1.5482,unsat,1.5706,unsat,1.5938
mnist-net_256x2,prop_0_0.05,random,stable,241,sat,0.706,sat,0.8127,sat,0.8091,sat,0.8156,sat,0.8043,sat,0.8148,sat,0.8142,sat,0.8064,sat,0.8081,sat,0.82,sat,0.8179
mnist-net_256x2,prop_1_0.05,random,stable,236,sat,0.6276,sat,0.7037,sat,0.7168,sat,0.7271,sat,0.7162,sat,0.7387,sat,0.7303,sat,0.7127,sat,0.7123,sat,0.7298,sat,0.7169
mnist-net_256x2,prop_2_0.05,random,stable,240,sat,0.6298,sat,0.7248,sat,0.7115,sat,0.7191,sat,0.7207,sat,0.7345,sat,0.7323,sat,0.7224,sat,0.7122,sat,0.7235,sat,0.7161
mnist-net_256x2,prop_3_0.05,random,stable,249,unsat,2.9428,unsat,3.9723,unsat,3.9763,unsat,4.0568,unsat,3.985,unsat,4.0073,unsat,3.9804,unsat,3.9513,unsat,3.989,unsat,3.9727,unsat,3.987
mnist-net_256x2,prop_4_0.05,random,stable,240,sat,0.6467,sat,0.7765,sat,0.7434,sat,0.7407,sat,0.7566,sat,0.7591,sat,0.7443,sat,0.7239,sat,0.7445,sat,0.7062,sat,0.7174
mnist-net_256x2,prop_5_0.05,random,stable,242,sat,0.6441,sat,0.729,sat,0.715,sat,0.7231,sat,0.7373,sat,0.7293,sat,0.7322,sat,0.723,sat,0.7294,sat,0.7129,sat,0.7273
mnist-net_256x2,prop_6_0.05,random,stable,225,sat,0.6312,sat,0.7296,sat,0.7257,sat,0.752,sat,0.722,sat,0.7269,sat,0.7317,sat,0.7264,sat,0.7284,sat,0.7481,sat,0.7365
mnist-net_256x2,prop_7_0.05,random,stable,250,unsat,1.4368,unsat,1.6502,unsat,1.5718,unsat,1.5817,unsat,1.5753,unsat,1.5524,unsat,1.5908,unsat,1.5743,unsat,1.5477,unsat,1.589,unsat,1.5818
mnist-net_256x2,prop_8_0.05,random,stable,243,sat,0.631,sat,0.7284,sat,0.7235,sat,0.7352,sat,0.7295,sat,0.7494,sat,0.7229,sat,0.7338,sat,0.7209,sat,0.7343,sat,0.7218
mnist-net_256x2,prop_9_0.05,random,stable,248,unsat,4.5725,unsat,5.6288,unsat,5.6432,unsat,5.6281,unsat,5.6183,unsat,5.6498,unsat,5.6038,unsat,5.6095,unsat,5.638,unsat,5.6092,unsat,5.6698
mnist-net_256x2,prop_10_0.05,random,stable,242,unsat,5.3194,unsat,6.6402,unsat,6.8562,unsat,6.8664,unsat,6.8543,unsat,6.8618,unsat,6.8142,unsat,6.9633,unsat,6.848,unsat,6.8493,unsat,6.9643
mnist-net_256x2,prop_11_0.05,random,stable,248,unsat,4.4968,unsat,5.7052,unsat,5.7545,unsat,5.6885,unsat,5.6436,unsat,5.7748,unsat,5.6779,unsat,5.4305,unsat,5.7506,unsat,5.6387,unsat,5.6308
mnist-net_256x2,prop_12_0.05,random,stable,248,sat,0.3407,sat,0.4217,sat,0.4175,sat,0.4236,sat,0.4288,sat,0.4221,sat,0.4297,sat,0.4321,sat,0.4237,sat,0.422,sat,0.4422
mnist-net_256x2,prop_13_0.05,random,stable,251,unsat,3.4449,unsat,3.9665,unsat,3.9218,unsat,3.9495,unsat,3.9976,unsat,4.0317,unsat,3.9549,unsat,3.935,unsat,3.9514,unsat,3.9344,unsat,3.9479
mnist-net_256x2,prop_14_0.05,random,stable,246,unsat,4.3434,unsat,5.3156,unsat,5.3357,unsat,5.3189,unsat,5.3406,unsat,5.3243,unsat,5.3085,unsat,5.3215,unsat,5.3057,unsat,5.3218,unsat,5.3413
mnist-net_256x4,prop_0_0.03,random,stable,230,unsat,1.7362,unsat,7.538,unsat,7.4893,unsat,7.5393,unsat,7.4921,unsat,7.5068,unsat,7.2587,unsat,7.5093,unsat,7.6912,unsat,7.5149,unsat,7.4947
mnist-net_256x4,prop_1_0.03,random,stable,225,sat,0.6459,sat,0.7299,sat,0.7313,sat,0.7489,sat,0.7417,sat,0.7339,sat,0.7303,sat,0.7248,sat,0.733,sat,0.7232,sat,0.7244
mnist-net_256x4,prop_2_0.03,random,stable,225,unsat,3.759,timeout,330,unsat,132.5037,unsat,139.1737,unsat,128.7591,unsat,134.5001,unsat,130.5712,unsat,133.2372,unsat,132.6124,unsat,138.4337,unsat,132.7233
mnist-net_256x4,prop_3_0.03,random,stable,239,unsat,1.751,unsat,7.0761,unsat,7.4112,unsat,7.4642,unsat,7.3854,unsat,7.3799,unsat,7.3266,unsat,7.3709,unsat,7.3892,unsat,7.3314,unsat,7.3558
mnist-net_256x4,prop_4_0.03,random,stable,223,unsat,1.5063,unsat,125.7948,unsat,123.7594,unsat,124.0531,unsat,124.0209,unsat,124.7428,unsat,124.1662,unsat,125.3298,unsat,124.3111,unsat,124.057,unsat,125.0483
mnist-net_256x4,prop_5_0.03,random,stable,225,unsat,1.5264,unsat,4.1535,unsat,4.1368,unsat,4.1201,unsat,4.1005,unsat,4.0853,unsat,4.1647,unsat,4.1943,unsat,4.1205,unsat,4.1134,unsat,4.0904
mnist-net_256x4,prop_6_0.03,random,stable,212,unsat,79.8295,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330
