onnx,vnnlib,strategy,mask,n_splits,original_r,original_t,0.001_r,0.001_t,0.01_r,0.01_t,0.1_r,0.1_t,0.2_r,0.2_t,0.4_r,0.4_t,0.8_r,0.8_t,1.0_r,1.0_t,2.0_r,2.0_t,4.0_r,4.0_t,8.0_r,8.0_t
mnist-net_256x2,prop_0_0.03,random,stable,248,unsat,1.5224,unsat,4.0184,unsat,4.0604,unsat,4.0826,unsat,4.1025,unsat,4.0814,unsat,4.0812,unsat,4.0316,unsat,4.086,unsat,4.0816,unsat,4.0791
mnist-net_256x2,prop_1_0.03,random,stable,244,sat,0.6574,sat,0.7728,sat,0.7445,sat,0.7534,sat,0.7471,sat,0.7496,sat,0.7515,sat,0.7617,sat,0.7449,sat,0.7592,sat,0.7604
mnist-net_256x2,prop_2_0.03,random,stable,245,sat,11.8528,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330,timeout,330
mnist-net_256x2,prop_3_0.03,random,stable,252,unsat,1.4633,unsat,1.6146,unsat,1.6389,unsat,1.6405,unsat,1.6431,unsat,1.656,unsat,1.6391,unsat,1.6449,unsat,1.6442,unsat,1.6614,unsat,1.6454
mnist-net_256x2,prop_4_0.03,random,stable,243,unsat,3.015,unsat,4.1018,unsat,4.0773,unsat,4.0805,unsat,4.0702,unsat,4.0712,unsat,4.0862,unsat,4.1095,unsat,4.0576,unsat,4.1145,unsat,4.0897
mnist-net_256x2,prop_5_0.03,random,stable,245,unsat,1.4544,unsat,4.0833,unsat,4.1062,unsat,4.0712,unsat,4.0754,unsat,4.0628,unsat,4.0601,unsat,4.1095,unsat,4.0793,unsat,4.1067,unsat,4.0734
mnist-net_256x2,prop_6_0.03,random,stable,241,unsat,4.8434,unsat,6.2753,unsat,6.2424,unsat,6.006,unsat,6.27,unsat,6.2585,unsat,6.2592,unsat,6.2666,unsat,6.2708,unsat,6.2804,unsat,6.2726
mnist-net_256x2,prop_7_0.03,random,stable,251,unsat,1.5724,unsat,1.7589,unsat,1.758,unsat,1.7553,unsat,1.7434,unsat,1.7753,unsat,1.7905,unsat,1.7589,unsat,1.7738,unsat,1.739,unsat,1.76
mnist-net_256x2,prop_8_0.03,random,stable,249,unsat,4.3556,unsat,5.8318,unsat,5.86,unsat,5.8491,unsat,5.8571,unsat,5.8436,unsat,5.8487,unsat,5.8332,unsat,5.8246,unsat,5.852,unsat,5.8616
mnist-net_256x2,prop_9_0.03,random,stable,251,unsat,1.5077,unsat,1.6043,unsat,1.6474,unsat,1.6299,unsat,1.6293,unsat,1.6775,unsat,1.6659,unsat,1.6603,unsat,1.646,unsat,1.6323,unsat,1.6645
