onnx,vnnlib,strategy,mask,n_splits,original_r,original_t,0.001_r,0.001_t,0.01_r,0.01_t,0.1_r,0.1_t,0.2_r,0.2_t,0.4_r,0.4_t,0.8_r,0.8_t,1.0_r,1.0_t,2.0_r,2.0_t,4.0_r,4.0_t,8.0_r,8.0_t
ACASXU_run2a_1_1_batch_2000_converted,prop_1,random,stable,32,unsat,4.2418,unsat,4.5383,unsat,4.5313,unsat,4.5593,unsat,4.481,unsat,4.5341,unsat,4.5056,unsat,4.4754,unsat,4.4759,unsat,4.5274,unsat,4.4802
ACASXU_run2a_1_2_batch_2000_converted,prop_1,random,stable,24,unsat,4.0535,unsat,4.8661,unsat,4.7159,unsat,4.7962,unsat,4.7911,unsat,4.8164,unsat,4.7348,unsat,4.9122,unsat,4.7463,unsat,4.8286,unsat,4.9435
ACASXU_run2a_1_3_batch_2000_converted,prop_1,random,stable,23,unsat,8.9148,unsat,14.5808,unsat,14.7618,unsat,14.9398,unsat,14.5915,unsat,14.6761,unsat,14.8713,unsat,15.2847,unsat,14.6459,unsat,15.2452,unsat,14.793
ACASXU_run2a_1_4_batch_2000_converted,prop_1,random,stable,26,unsat,8.5796,unsat,9.8339,unsat,10.1499,unsat,9.9135,unsat,9.7974,unsat,10.0785,unsat,9.7941,unsat,9.9442,unsat,10.2649,unsat,9.7754,unsat,9.7553
ACASXU_run2a_1_5_batch_2000_converted,prop_1,random,stable,28,unsat,3.9981,unsat,6.5474,unsat,6.5297,unsat,6.6902,unsat,6.6138,unsat,6.706,unsat,6.4435,unsat,6.4858,unsat,6.6259,unsat,6.6282,unsat,6.6294
ACASXU_run2a_1_6_batch_2000_converted,prop_1,random,stable,24,unsat,3.9933,unsat,4.2136,unsat,4.2684,unsat,4.2342,unsat,4.2367,unsat,4.2055,unsat,4.2349,unsat,4.2376,unsat,4.2555,unsat,4.2611,unsat,4.2288
ACASXU_run2a_1_7_batch_2000_converted,prop_1,random,stable,27,unsat,3.9408,unsat,4.0509,unsat,3.9676,unsat,4.0352,unsat,4.0042,unsat,4.026,unsat,4.0114,unsat,4.0153,unsat,4.0039,unsat,4.0664,unsat,4.0538
ACASXU_run2a_1_8_batch_2000_converted,prop_1,random,stable,29,unsat,3.8499,unsat,3.9845,unsat,3.8895,unsat,3.9541,unsat,3.9337,unsat,3.9102,unsat,3.9628,unsat,3.9863,unsat,4.0462,unsat,3.952,unsat,3.9264
ACASXU_run2a_1_9_batch_2000_converted,prop_1,random,stable,25,unsat,3.8611,unsat,3.886,unsat,3.8929,unsat,3.9256,unsat,3.9317,unsat,3.9531,unsat,3.9368,unsat,3.9571,unsat,3.8729,unsat,3.8629,unsat,3.8427
ACASXU_run2a_2_1_batch_2000_converted,prop_1,random,stable,25,unsat,4.0337,unsat,5.0532,unsat,4.8868,unsat,4.9989,unsat,4.9387,unsat,5.0027,unsat,4.9461,unsat,4.9026,unsat,4.9525,unsat,4.9156,unsat,4.8945
ACASXU_run2a_2_2_batch_2000_converted,prop_1,random,stable,23,unsat,8.4316,unsat,9.1188,unsat,9.2321,unsat,9.339,unsat,9.174,unsat,9.3542,unsat,9.1702,unsat,9.2633,unsat,9.4096,unsat,9.2013,unsat,9.4732
ACASXU_run2a_2_3_batch_2000_converted,prop_1,random,stable,29,unsat,8.4543,unsat,9.8461,unsat,10.1068,unsat,10.1676,unsat,9.7456,unsat,9.9207,unsat,10.0238,unsat,10.0659,unsat,9.8205,unsat,9.9095,unsat,9.8766
ACASXU_run2a_2_4_batch_2000_converted,prop_1,random,stable,30,unsat,6.6016,unsat,9.5723,unsat,9.5182,unsat,9.4803,unsat,9.8105,unsat,9.8128,unsat,9.8846,unsat,9.7192,unsat,9.6352,unsat,9.8584,unsat,9.5444
ACASXU_run2a_2_5_batch_2000_converted,prop_1,random,stable,23,unsat,6.4246,unsat,11.145,unsat,11.484,unsat,11.0147,unsat,11.122,unsat,11.126,unsat,11.6147,unsat,10.977,unsat,11.153,unsat,11.1264,unsat,11.2509
ACASXU_run2a_2_6_batch_2000_converted,prop_1,random,stable,19,unsat,8.7978,unsat,12.7153,unsat,12.4329,unsat,12.3022,unsat,12.7921,unsat,12.3574,unsat,12.3138,unsat,12.2307,unsat,12.6503,unsat,12.4163,unsat,12.2859
ACASXU_run2a_2_7_batch_2000_converted,prop_1,random,stable,15,unsat,10.1109,unsat,14.9398,unsat,15.2654,unsat,15.2642,unsat,15.7172,unsat,15.4269,unsat,14.9409,unsat,15.0899,unsat,14.9729,unsat,15.2397,unsat,14.9896
ACASXU_run2a_2_8_batch_2000_converted,prop_1,random,stable,13,unsat,11.4354,unsat,18.4778,unsat,19.1883,unsat,18.648,unsat,19.1161,unsat,19.1827,unsat,18.5408,unsat,18.5833,unsat,18.971,unsat,18.5611,unsat,19.0298
ACASXU_run2a_2_9_batch_2000_converted,prop_1,random,stable,11,unsat,11.3317,unsat,15.1497,unsat,15.5953,unsat,15.6185,unsat,15.312,unsat,15.7966,unsat,15.1405,unsat,15.2082,unsat,15.0868,unsat,15.0442,unsat,15.3641
ACASXU_run2a_3_1_batch_2000_converted,prop_1,random,stable,32,unsat,4.0788,unsat,4.7741,unsat,4.7798,unsat,4.802,unsat,4.8364,unsat,4.8035,unsat,4.8139,unsat,4.8495,unsat,4.7996,unsat,4.8066,unsat,4.7393
ACASXU_run2a_3_2_batch_2000_converted,prop_1,random,stable,27,unsat,8.7091,unsat,10.0736,unsat,10.0363,unsat,9.9675,unsat,9.8537,unsat,9.8285,unsat,10.0739,unsat,10.1526,unsat,9.9211,unsat,9.9857,unsat,9.8742
ACASXU_run2a_3_3_batch_2000_converted,prop_1,random,stable,28,unsat,4.417,unsat,5.2719,unsat,5.3248,unsat,5.3946,unsat,5.3472,unsat,5.3199,unsat,5.4407,unsat,5.2821,unsat,5.441,unsat,5.4016,unsat,5.4329
ACASXU_run2a_3_4_batch_2000_converted,prop_1,random,stable,28,unsat,5.8184,unsat,9.9563,unsat,9.7811,unsat,10.0175,unsat,9.7144,unsat,9.8259,unsat,9.7034,unsat,9.6274,unsat,10.0004,unsat,9.6593,unsat,9.9636
ACASXU_run2a_3_5_batch_2000_converted,prop_1,random,stable,26,unsat,5.2994,unsat,10.0382,unsat,10.3728,unsat,10.222,unsat,10.1596,unsat,9.964,unsat,9.9085,unsat,9.9661,unsat,10.3268,unsat,10.3885,unsat,10.0616
ACASXU_run2a_3_6_batch_2000_converted,prop_1,random,stable,25,unsat,10.4834,unsat,15.0773,unsat,14.9673,unsat,15.4469,unsat,15.4471,unsat,15.1081,unsat,15.3686,unsat,15.4038,unsat,15.5677,unsat,14.9436,unsat,15.4127
ACASXU_run2a_3_7_batch_2000_converted,prop_1,random,stable,13,unsat,9.4309,unsat,11.3272,unsat,11.2955,unsat,11.6566,unsat,11.3398,unsat,11.3061,unsat,11.3033,unsat,11.5279,unsat,11.3177,unsat,11.487,unsat,11.4436
ACASXU_run2a_3_8_batch_2000_converted,prop_1,random,stable,17,unsat,9.8955,unsat,13.7465,unsat,13.2801,unsat,13.7138,unsat,13.1538,unsat,13.224,unsat,13.3557,unsat,13.521,unsat,13.5311,unsat,13.7928,unsat,13.5486
ACASXU_run2a_3_9_batch_2000_converted,prop_1,random,stable,14,unsat,12.5112,unsat,15.3756,unsat,15.4007,unsat,15.5698,unsat,15.7056,unsat,15.7428,unsat,15.7158,unsat,15.4368,unsat,15.3236,unsat,15.1959,unsat,15.1664
ACASXU_run2a_4_1_batch_2000_converted,prop_1,random,stable,29,unsat,10.3197,unsat,14.7491,unsat,14.8393,unsat,15.334,unsat,14.9103,unsat,14.8004,unsat,15.1894,unsat,14.8783,unsat,14.7411,unsat,14.8593,unsat,14.6461
ACASXU_run2a_4_2_batch_2000_converted,prop_1,random,stable,26,unsat,4.4056,unsat,5.1521,unsat,5.2397,unsat,5.1769,unsat,5.1171,unsat,5.1621,unsat,5.193,unsat,5.0817,unsat,5.2612,unsat,5.2344,unsat,5.1309
ACASXU_run2a_4_3_batch_2000_converted,prop_1,random,stable,26,unsat,4.5004,unsat,10.7911,unsat,10.7944,unsat,10.6877,unsat,11.1117,unsat,11.0771,unsat,10.7461,unsat,10.8335,unsat,10.7049,unsat,10.7308,unsat,11.1407
ACASXU_run2a_4_4_batch_2000_converted,prop_1,random,stable,30,unsat,6.6038,unsat,10.282,unsat,10.1651,unsat,10.5825,unsat,10.2116,unsat,10.4088,unsat,10.2348,unsat,10.3307,unsat,10.1513,unsat,10.1799,unsat,10.1724
ACASXU_run2a_4_5_batch_2000_converted,prop_1,random,stable,25,unsat,9.0599,unsat,15.126,unsat,14.9881,unsat,15.4185,unsat,15.2577,unsat,15.2133,unsat,15.1803,unsat,15.2797,unsat,15.6619,unsat,15.1961,unsat,15.4429
ACASXU_run2a_4_6_batch_2000_converted,prop_1,random,stable,17,unsat,11.3863,unsat,15.0108,unsat,15.1493,unsat,15.0647,unsat,14.9793,unsat,15.565,unsat,15.1253,unsat,15.0086,unsat,15.5267,unsat,15.0773,unsat,15.3903
ACASXU_run2a_4_7_batch_2000_converted,prop_1,random,stable,17,unsat,14.5254,unsat,23.8414,unsat,23.7845,unsat,24.4792,unsat,24.0057,unsat,23.8482,unsat,23.9981,unsat,23.947,unsat,24.4195,unsat,23.9174,unsat,24.5298
ACASXU_run2a_4_8_batch_2000_converted,prop_1,random,stable,16,unsat,11.5302,unsat,15.245,unsat,15.46,unsat,15.2355,unsat,15.7434,unsat,15.5365,unsat,15.8076,unsat,15.687,unsat,15.7674,unsat,15.631,unsat,15.6758
ACASXU_run2a_4_9_batch_2000_converted,prop_1,random,stable,11,unsat,15.3652,unsat,15.2777,unsat,15.4076,unsat,15.7641,unsat,15.6151,unsat,15.2431,unsat,15.2804,unsat,15.2009,unsat,15.2704,unsat,15.4146,unsat,15.2815
ACASXU_run2a_5_1_batch_2000_converted,prop_1,random,stable,32,unsat,5.2328,unsat,7.3249,unsat,7.2714,unsat,7.1626,unsat,7.3866,unsat,7.2583,unsat,7.0701,unsat,7.3651,unsat,7.2991,unsat,7.1265,unsat,7.3167
ACASXU_run2a_5_2_batch_2000_converted,prop_1,random,stable,33,unsat,4.6801,unsat,11.1034,unsat,10.7518,unsat,10.9727,unsat,10.5967,unsat,10.7403,unsat,10.8796,unsat,10.7068,unsat,10.7238,unsat,11.0981,unsat,10.7737
ACASXU_run2a_5_3_batch_2000_converted,prop_1,random,stable,20,unsat,4.1053,unsat,4.492,unsat,4.49,unsat,4.5093,unsat,4.4487,unsat,4.4702,unsat,4.4824,unsat,4.4307,unsat,4.4344,unsat,4.4945,unsat,4.4834
ACASXU_run2a_5_4_batch_2000_converted,prop_1,random,stable,33,unsat,4.9391,unsat,7.9051,unsat,8.278,unsat,8.0298,unsat,8.068,unsat,8.0242,unsat,8.3035,unsat,8.2425,unsat,8.253,unsat,8.3386,unsat,8.2085
ACASXU_run2a_5_5_batch_2000_converted,prop_1,random,stable,25,unsat,8.511,unsat,14.8096,unsat,15.1357,unsat,14.6999,unsat,14.8098,unsat,15.2383,unsat,14.8891,unsat,15.3435,unsat,14.6526,unsat,14.7222,unsat,14.7817
ACASXU_run2a_5_6_batch_2000_converted,prop_1,random,stable,14,unsat,14.4108,unsat,15.2878,unsat,15.4311,unsat,15.0487,unsat,15.2768,unsat,14.9045,unsat,15.5918,unsat,14.8826,unsat,15.4812,unsat,15.0061,unsat,15.0038
ACASXU_run2a_5_7_batch_2000_converted,prop_1,random,stable,12,unsat,9.0451,unsat,14.8752,unsat,14.8757,unsat,15.4681,unsat,14.9176,unsat,15.3456,unsat,14.9028,unsat,15.3684,unsat,15.3844,unsat,15.4707,unsat,14.9201
ACASXU_run2a_5_8_batch_2000_converted,prop_1,random,stable,16,unsat,11.3864,unsat,16.7117,unsat,16.5287,unsat,16.893,unsat,16.3976,unsat,16.9017,unsat,16.3998,unsat,16.3881,unsat,16.5646,unsat,16.3616,unsat,16.4673
ACASXU_run2a_5_9_batch_2000_converted,prop_1,random,stable,15,unsat,10.4277,unsat,15.4111,unsat,15.3588,unsat,15.0996,unsat,15.1547,unsat,15.2585,unsat,15.6374,unsat,15.4527,unsat,15.312,unsat,14.8927,unsat,15.1492
ACASXU_run2a_1_1_batch_2000_converted,prop_2,random,stable,32,unsat,4.3836,unsat,15.617,unsat,15.76,unsat,15.7638,unsat,15.4343,unsat,15.5518,unsat,15.9512,unsat,15.5665,unsat,15.8013,unsat,15.3851,unsat,16.1233
ACASXU_run2a_1_2_batch_2000_converted,prop_2,random,stable,24,sat,2.0387,sat,0.4742,sat,4.382,sat,4.5465,sat,4.3645,sat,0.4637,sat,0.2804,sat,4.3427,sat,4.3173,sat,2.0563,sat,4.2946
ACASXU_run2a_1_3_batch_2000_converted,prop_2,random,stable,23,sat,5.0818,sat,17.401,sat,17.3595,sat,16.9142,sat,17.5291,sat,17.2077,sat,17.0986,sat,17.4086,sat,16.6975,sat,1.6838,sat,17.1209
ACASXU_run2a_1_4_batch_2000_converted,prop_2,random,stable,26,sat,0.5766,sat,0.8359,sat,0.3927,sat,0.5329,sat,0.4069,sat,1.7309,sat,0.4754,sat,0.7521,sat,0.4708,sat,1.0794,sat,0.3738
ACASXU_run2a_1_5_batch_2000_converted,prop_2,random,stable,28,sat,16.0731,sat,17.1705,sat,17.4698,sat,17.535,sat,17.0759,sat,17.6258,sat,17.7087,sat,17.3215,sat,17.9239,sat,17.4378,sat,17.351
ACASXU_run2a_1_6_batch_2000_converted,prop_2,random,stable,24,sat,1.9673,sat,7.8433,sat,8.0918,sat,7.5995,sat,7.572,sat,0.356,sat,1.221,sat,1.4476,sat,1.3105,sat,2.2052,sat,0.6151
ACASXU_run2a_1_7_batch_2000_converted,prop_2,random,stable,27,unsat,7.4815,unsat,15.3197,unsat,15.9527,unsat,15.4988,unsat,15.5379,unsat,15.3932,unsat,15.5584,unsat,15.3403,unsat,15.5255,unsat,15.4371,unsat,15.4564
