onnx,vnnlib,strategy,mask,n_splits,original_r,original_t,0.001_r,0.001_t,0.01_r,0.01_t,0.1_r,0.1_t,0.2_r,0.2_t,0.4_r,0.4_t,0.8_r,0.8_t,1.0_r,1.0_t,2.0_r,2.0_t,4.0_r,4.0_t,8.0_r,8.0_t
ACASXU_run2a_1_1_batch_2000_converted,prop_1,random,stable,32,unsat,4.2937,unsat,4.6166,unsat,4.5682,unsat,4.5675,unsat,4.7385,unsat,4.5968,unsat,4.6421,unsat,4.6093,unsat,4.65,unsat,4.593,unsat,4.5738
ACASXU_run2a_1_2_batch_2000_converted,prop_1,random,stable,24,unsat,4.0118,unsat,6.8368,unsat,6.9143,unsat,6.9463,unsat,6.9615,unsat,6.8544,unsat,7.0296,unsat,6.8939,unsat,6.7152,unsat,6.9267,unsat,7.0166
ACASXU_run2a_1_3_batch_2000_converted,prop_1,random,stable,23,unsat,8.5791,unsat,12.4055,unsat,12.6127,unsat,12.2995,unsat,12.1177,unsat,12.2717,unsat,12.5932,unsat,12.2746,unsat,12.7139,unsat,12.3475,unsat,12.1853
ACASXU_run2a_1_4_batch_2000_converted,prop_1,random,stable,26,unsat,8.4717,unsat,10.2631,unsat,10.4964,unsat,10.3124,unsat,10.4271,unsat,10.2216,unsat,10.22,unsat,10.1042,unsat,10.5935,unsat,10.2047,unsat,10.6302
ACASXU_run2a_1_5_batch_2000_converted,prop_1,random,stable,28,unsat,4.0286,unsat,9.1892,unsat,9.5279,unsat,9.1314,unsat,9.4598,unsat,9.4297,unsat,9.4426,unsat,9.4439,unsat,9.1736,unsat,9.1537,unsat,9.1259
ACASXU_run2a_1_6_batch_2000_converted,prop_1,random,stable,24,unsat,4.1046,unsat,4.1634,unsat,4.2054,unsat,4.1799,unsat,4.1738,unsat,4.1336,unsat,4.1412,unsat,4.2276,unsat,4.1193,unsat,4.1541,unsat,4.1803
ACASXU_run2a_1_7_batch_2000_converted,prop_1,random,stable,27,unsat,3.9002,unsat,3.9973,unsat,4.0195,unsat,3.9753,unsat,4.0156,unsat,3.961,unsat,3.9535,unsat,4.0192,unsat,3.9782,unsat,4.038,unsat,3.9925
ACASXU_run2a_1_8_batch_2000_converted,prop_1,random,stable,29,unsat,3.8731,unsat,3.9682,unsat,3.9487,unsat,3.9237,unsat,3.963,unsat,3.9519,unsat,3.9173,unsat,3.9093,unsat,3.985,unsat,3.9284,unsat,3.945
ACASXU_run2a_1_9_batch_2000_converted,prop_1,random,stable,25,unsat,3.8032,unsat,3.9608,unsat,3.9479,unsat,3.9254,unsat,3.9434,unsat,3.9346,unsat,3.9146,unsat,3.951,unsat,3.9695,unsat,3.9237,unsat,3.9801
ACASXU_run2a_2_1_batch_2000_converted,prop_1,random,stable,25,unsat,4.1186,unsat,4.7801,unsat,4.8225,unsat,4.8364,unsat,4.8605,unsat,4.8924,unsat,4.7939,unsat,4.8685,unsat,4.9019,unsat,4.8906,unsat,4.9322
ACASXU_run2a_2_2_batch_2000_converted,prop_1,random,stable,23,unsat,8.4785,unsat,9.4126,unsat,9.3051,unsat,9.3266,unsat,9.0733,unsat,9.3787,unsat,9.1126,unsat,9.1931,unsat,9.0999,unsat,9.3937,unsat,9.0772
ACASXU_run2a_2_3_batch_2000_converted,prop_1,random,stable,29,unsat,8.344,unsat,9.6618,unsat,9.84,unsat,9.8246,unsat,9.9413,unsat,9.65,unsat,9.8662,unsat,9.9202,unsat,9.6737,unsat,9.9715,unsat,10.0214
ACASXU_run2a_2_4_batch_2000_converted,prop_1,random,stable,30,unsat,6.565,unsat,10.0687,unsat,10.1774,unsat,10.3991,unsat,10.4327,unsat,10.1085,unsat,10.2812,unsat,9.9801,unsat,10.388,unsat,10.176,unsat,10.3661
ACASXU_run2a_2_5_batch_2000_converted,prop_1,random,stable,23,unsat,6.3028,unsat,11.9841,unsat,11.9934,unsat,11.9504,unsat,12.0911,unsat,12.001,unsat,12.243,unsat,12.0256,unsat,12.4718,unsat,12.3747,unsat,12.4072
ACASXU_run2a_2_6_batch_2000_converted,prop_1,random,stable,19,unsat,8.5514,unsat,11.8243,unsat,11.7626,unsat,11.9885,unsat,11.8977,unsat,11.6789,unsat,12.0747,unsat,11.7496,unsat,11.7181,unsat,11.7303,unsat,12.198
ACASXU_run2a_2_7_batch_2000_converted,prop_1,random,stable,15,unsat,9.9391,unsat,15.0644,unsat,15.1553,unsat,15.2091,unsat,15.3368,unsat,15.4504,unsat,15.5752,unsat,15.1205,unsat,15.2251,unsat,15.5936,unsat,15.5587
ACASXU_run2a_2_8_batch_2000_converted,prop_1,random,stable,13,unsat,11.032,unsat,23.1653,unsat,22.8787,unsat,22.7099,unsat,22.9613,unsat,22.7701,unsat,23.2821,unsat,23.2024,unsat,23.2528,unsat,22.6231,unsat,23.2377
ACASXU_run2a_2_9_batch_2000_converted,prop_1,random,stable,11,unsat,11.3684,unsat,14.9229,unsat,15.0614,unsat,15.122,unsat,15.5871,unsat,15.0745,unsat,15.0642,unsat,15.1866,unsat,14.9555,unsat,15.0449,unsat,15.0146
